Tag;AVG_LWET200;AVG_RH200;AVG_TA020;AVG_TA200;AVG_TB005;AVG_WV200;DFROST;DHOT;DICE;DRAIN;DSUMM;DVEG;KWB;MAX_GS200;MAX_LWET200;MAX_NN050;MAX_RH200;MAX_TA020;MAX_TA200;MAX_TB005;MAX_WV200;MAX_WV200max;MIN_LWET200;MIN_RH200;MIN_TA020;MIN_TA200;MIN_TB005;SUM_GS200;SUM_NN050;SUM_SOH
09.11.2024;66,4;94,2;5,9;5,6;9,5;0,8;0;0;0;0;0;1;-0,4;372,9;100;0;100;14,7;12,3;9,9;1,3;2,9;8,9;72,5;1,6;2,3;9,1;1727,8;0;5
10.11.2024;100;100;4,5;3,6;9;0,8;0;0;0;1;0;0;-0,1;90,6;100;0,1;100;6;4,6;9,3;1,1;2,4;99,9;100;1,8;2,5;8,9;527,2;0,2;0
11.11.2024;91;98,1;5,2;4,2;8,9;1,2;0;0;0;1;0;0;9;152,2;100;3,4;100;8,7;7,1;9;2,2;5;12,2;88,7;3;2;8,7;766,4;9,4;1
12.11.2024;96,4;94;5,2;4,6;8,8;1,7;0;0;0;1;0;0;0,6;129,4;100;0,9;99,5;6,9;6;8,9;2,9;5,7;82,1;87,4;3;2,4;8,6;474,3;1;0
13.11.2024;61,3;94;2,6;1,9;8,1;1,3;0;0;0;1;0;0;0,3;117,9;100;0,3;98,4;3,9;2,8;8,5;1,9;3,6;11,3;85,2;1,4;0,7;7,8;511,6;0,7;0
14.11.2024;100;96,7;4,1;3,5;7,7;0,9;0;0;0;1;0;0;-0,1;108,3;100;0,1;99,7;6,2;5,4;8;1,8;3,6;100;91,6;0,8;0,9;7,5;556,2;0,2;0
15.11.2024;70,5;90,6;5,6;5,4;8,2;0,7;0;0;0;0;0;1;-0,4;106;100;0;100;7,5;6,7;8,4;1,3;3;11,6;81,4;0,4;1,9;8;503,2;0;0
16.11.2024;52,2;92,9;3;2,4;7,4;0,9;1;0;0;0;0;0;0;386,8;100;0,1;100;10,5;7;8,1;1,8;3,7;9,6;78,6;-2,4;-2,2;6,8;2218,2;0,1;9
17.11.2024;27,7;88,1;4,3;4,2;7,2;2,1;0;0;0;0;0;0;-0,5;217,3;94,3;0;95,5;7,5;7,1;7,4;4;7,5;11,1;79,9;-0,7;0;6,9;764;0;1
18.11.2024;36,2;84,8;5,8;5,9;7,3;3,7;0;0;0;1;0;1;0,1;190,4;100;0,3;90,7;8,2;7,4;7,4;5,7;10,2;10,9;77,8;2,2;3,4;7,1;657,2;0,8;1
19.11.2024;30,9;85;8,3;8,3;7,8;4,3;0;0;0;1;0;1;12,7;128,2;100;4,2;95;10,9;10,6;8,2;6,5;13,7;10,5;75;5,9;5,5;7,4;654,1;13,6;1
20.11.2024;57,5;81,8;2,2;1,9;6,9;3,3;0;0;0;1;0;0;4,9;388;100;2,2;97,9;5,9;4,5;8;5,9;11;9,6;63,8;-0,2;0,2;6,1;1892,5;5,4;8
21.11.2024;11;77,3;0,9;0,4;5,5;2,5;1;0;0;0;0;0;-0,6;214,3;13,9;0;95,4;3,5;2;6;4,8;9,1;9,5;62,6;-0,7;-1,2;5,3;1024,7;0;3
22.11.2024;11,9;85,5;-0,4;-0,8;4,8;3,5;1;0;0;0;0;0;-0,3;312,7;13,6;0,1;94,4;2,2;1,1;5,4;5,1;10,3;10,7;77,6;-3,5;-3;4,6;1289,1;0,1;4
23.11.2024;11,2;73;2,1;2,1;4,7;1,7;1;0;0;0;0;0;-0,4;411,4;19,8;0;92;7,6;5,3;5,1;3;5,9;8,9;59,7;-2,5;-1,3;4,4;1625,7;0;6
24.11.2024;12,6;62,6;9,6;10,4;6;2,5;0;0;0;1;0;1;-1;312,2;54,6;0,4;75,1;18,1;17,2;7;4,2;9,6;7,6;52,2;4,4;5,3;5,1;1295,6;0,4;5
25.11.2024;17,5;61,8;10,6;11,8;6,9;1,7;0;0;0;1;0;1;4,7;316,1;100;3,6;94,2;18,9;18,1;7,7;4,8;9,3;6,3;37,4;3,1;5;6,4;1240,6;5,9;4
26.11.2024;84,8;91,2;7,4;7,8;8;1,4;0;0;0;1;0;1;9,3;287,8;100;4,2;98;11;10;8,2;3,1;5,8;31,8;77,3;1,8;2,8;7,7;1135,7;9,6;4
27.11.2024;57,1;85,8;6,3;6,3;7,1;1,7;0;0;0;1;0;1;-0,2;347;100;0,2;100;13,1;11,7;7,6;5,9;10,4;9;65,7;0,6;0,7;6,7;1585,7;0,2;7
28.11.2024;52,6;87,4;5,7;5,6;7,5;2,8;0;0;0;1;0;1;6,5;247,2;100;2,5;95,1;9,5;9,5;7,7;4,9;9,5;10,4;75,9;0,5;1,1;7;1037,7;7,1;3
29.11.2024;52,5;90,1;1,5;1,6;6,3;1;1;0;0;0;0;0;0;348,8;95,2;0;98,9;7,7;6,1;6,9;2,1;4,3;9;73,6;-2;-1,3;5,8;1912,2;0;9
30.11.2024;42,2;87,9;0,2;0,2;5;0,9;1;0;0;1;0;0;0,2;355,3;100;0,3;98,7;9,5;6,9;5,7;2,1;4,7;8,9;65;-4;-3,6;4,6;2029,5;0,3;10
01.12.2024;30,3;87,4;-0,9;-0,8;4;0,9;1;0;0;0;0;0;0,1;359,8;90,7;0,1;98;5,8;3,9;4,7;1,6;3,1;8,7;70,1;-5,2;-4,2;3,6;1942,3;0,1;10
02.12.2024;87,4;91,6;4,3;3,9;4,5;0,8;1;0;0;1;0;0;2;202,4;100;0,6;99,1;8,1;7,4;5,3;1,2;3;31,4;81,8;-0,2;-0,6;3,9;737,2;2,3;1
03.12.2024;99,4;93,5;4,2;4,3;5,5;1,5;0;0;0;1;0;0;1;185,5;100;1;99,7;7,3;6,5;5,7;3,8;7,9;88,9;77,6;1,3;2,2;5,3;829;1,3;2
04.12.2024;92;89,3;1,9;1,7;5,4;1,1;1;0;0;1;0;0;2,5;285,4;100;1,7;99,6;5;3,9;5,6;2,5;5,4;24,3;66,9;-2,7;-2,4;5;880,9;2,8;2
05.12.2024;69,4;90,1;0,1;0;4;1,2;1;0;0;1;0;0;0,9;326,7;100;1;98,9;5,5;5,6;4,9;3;6,4;30,2;79,8;-5,4;-5,1;3,5;1282,9;1;5
06.12.2024;50,5;78,5;6,1;6,2;5;4,8;0;0;0;1;0;1;3,9;269,6;100;1,4;95,2;7,6;7,7;5,4;7,3;14,5;9,8;63,7;1,1;2,9;4,2;912,9;4,8;3
07.12.2024;55;85,8;3,7;4,1;4,9;1,5;0;0;0;1;0;0;0,7;50,6;100;0,7;92,2;7,1;7,1;5,3;3,4;7;10,4;68;-0,2;0,8;4,6;250,7;1,3;0
08.12.2024;98,2;90,6;2,3;2,4;4,8;1,2;1;0;0;1;0;0;0,7;172;100;0,5;97,7;4,9;4;5,2;3;5,1;84,3;82,9;-1,1;-0,9;4,5;803,8;0,9;2
09.12.2024;99,9;91;2,9;2,5;4,9;2;0;0;0;1;0;0;0;35,5;100;0,2;96,8;4,1;3,7;5;2,7;5,5;98,7;86,5;1,5;1;4,7;139,8;0,4;0
10.12.2024;87,7;89,8;2,7;2,2;4,6;1,7;0;0;0;0;0;0;-0,4;80,8;100;0;93,1;3,9;3,2;4,7;2,2;5,7;61,6;85,7;1,8;1,4;4,5;348,7;0;0
11.12.2024;25,7;92,1;1,9;1,4;4,5;1,6;1;0;0;0;0;0;-0,3;98,6;99,2;0;99,1;3,1;2,4;4,6;2,7;4,9;11,7;86;0,7;0;4,5;376,8;0;0
12.12.2024;64,2;91,9;1,5;0,9;4,4;1;0;0;0;1;0;0;-0,1;41,1;100;0,2;99,4;2,1;1,4;4,5;1,5;3,7;12,2;86,8;0,8;0,1;4,4;197,3;0,2;0
13.12.2024;20;88,2;0,3;0;4,2;1,3;1;0;0;0;0;0;-0,3;76,3;79,4;0;97,8;2,3;1,3;4,4;2,1;4,4;11,3;83,4;-3,2;-2,9;3,8;358,2;0;0
14.12.2024;23;90,6;1;0,6;3,6;1,5;1;0;0;0;0;0;-0,3;285,5;75,9;0;99,7;5,7;5,1;3,9;3,4;7,1;10,7;75,8;-2,2;-2,6;3,3;900,4;0;3
15.12.2024;36,4;83,6;3,2;2,9;3,9;3,4;0;0;0;1;0;0;-0,3;304,7;100;0,1;93,6;5,5;4,4;4,1;4,6;9,1;10,5;74,2;0,5;0,7;3,7;914,8;0,2;3
16.12.2024;16,3;85,8;6,7;6,6;4,9;3,3;0;0;0;0;0;1;-0,4;283,3;82,2;0;98,4;11,2;9,9;5,7;4,7;8,6;10,5;80,4;2,9;2,8;4,1;1050,8;0;4
17.12.2024;95;99,7;4,8;4,3;5,5;0,8;0;0;0;0;0;0;-0,1;67,9;100;0,1;100;6,3;5,4;5,7;1,5;2,9;83,8;97,1;1,5;1,8;5,3;367,6;0,1;0
18.12.2024;62,4;80,5;4,7;5,2;5,3;0,9;1;0;0;1;0;1;-0,4;210,7;100;0,1;100;13,1;13;5,6;2,7;5,2;8,2;45;-0,4;-0,2;4,9;769,4;0,2;2
19.12.2024;50,7;84,8;7,6;7,9;5,8;3,2;0;0;0;1;0;1;5,4;191,2;100;2,4;91,4;13;12,4;6,5;6,5;12,1;9,8;66,9;3,3;3,2;5,3;529,2;6,4;0
20.12.2024;53,1;86,2;1,6;1,6;5,1;2,5;1;0;0;1;0;0;-0,2;177;100;0,2;92,8;4,6;3,8;5,9;4,5;7,9;10,6;77,2;-1,7;-0,4;4,5;821,1;0,2;2
21.12.2024;29,7;83,6;3,2;3,1;4,2;2,9;1;0;0;1;0;0;1,3;302,2;100;0,9;92,6;6,7;5,7;4,7;5,8;10;10,4;77;-1,5;-0,6;3,8;1053,1;1,7;4
22.12.2024;62,9;89,9;3,1;3,1;4,7;3,7;1;0;0;1;0;0;5,1;105,9;100;2,1;94,6;5,8;5,5;4,9;6;12,4;12,7;85,5;-1,3;-0,9;4,1;410,6;5,6;0
23.12.2024;58,5;92,3;0,8;0,8;3,6;2;1;0;0;1;0;0;1;87,1;100;0,5;98,2;2,8;2,7;4;3,5;7,1;13,4;88,7;-1,6;-0,9;3,3;362,4;1,3;0
24.12.2024;98,4;89,8;2,2;2;3,6;1,4;0;0;0;0;0;0;-0,3;245,1;100;0;94,6;5,1;3,9;3,9;3,4;6;92,8;82,2;0,6;0,6;3,4;731;0;2
25.12.2024;86,2;91,3;0,6;0,4;3,5;0,7;1;0;0;0;0;0;-0,1;280,8;100;0;99,6;6,5;4,7;3,8;1,5;2,6;51,3;71,5;-1,7;-1,4;3,2;1111,3;0;5
26.12.2024;36,8;82,7;0,1;0,1;2,8;0,9;1;0;0;0;0;0;0;319;90,7;0;97;6,2;5,1;3,3;1,6;3;9,2;63;-3,7;-3,4;2,4;1704,4;0;9
27.12.2024;18,4;86,8;-1,6;-1,7;2,2;0,9;1;0;0;0;0;0;0;311;34,7;0;95,5;4,4;2,6;2,6;1,6;2,9;9;70,7;-5;-4,8;2;1625,7;0;8
28.12.2024;35,3;90,9;-1,9;-2,1;1,7;0,6;1;0;0;0;0;0;0;313,5;86,7;0;98;5,3;3,5;2;1,2;2,2;9,4;72,4;-6,5;-6,1;1,6;1651,2;0;8
29.12.2024;55,4;96,3;-2,2;-2,6;1,4;0,8;1;0;0;0;0;0;0;334,2;97,2;0;100;2,5;2,2;1,6;2,1;3,6;30,4;80,7;-5,6;-5,4;1,4;1412,9;0;7
30.12.2024;32,6;99,3;-1,7;-2,5;1,4;0,8;1;0;1;0;0;0;-0,2;67,9;47,2;0;100;-1;-1,9;1,5;1,1;2,7;18,7;98,4;-2,8;-3,6;1,4;329,6;0;0
31.12.2024;42,4;96,3;-2,2;-3;1,5;0,9;1;0;0;0;0;0;0;320,3;93,3;0;99,2;5,2;2,8;1,5;1,7;3,6;10,6;79,7;-5,4;-5,8;1,4;1607,1;0;8
01.01.2025;32,5;71,2;1,3;1,5;1,4;1,9;1;0;0;0;0;0;-0,8;411,6;96,9;0,1;98,8;10;10,5;1,8;4,7;9,4;7,4;35,8;-7,2;-7,2;1,2;1489,2;0,1;6
02.01.2025;54,3;72;4,6;4,7;2,5;3,6;1;0;0;1;0;0;7,7;78,1;100;2,2;98,5;8,2;9,1;3;5,8;12,8;7,6;41,3;-0,6;-0,8;1,8;233,1;9,2;0
03.01.2025;60,7;90,6;-1,5;-1,4;2;1,8;1;0;0;1;0;0;4,4;196,9;100;4;98,1;0,9;0,4;2,3;4,1;8;26,6;77,7;-5,1;-4,7;1,6;1034,9;4,6;3
04.01.2025;39,9;87,2;-2,9;-3,1;1,3;0,8;1;0;1;0;0;0;0;291,2;98;0;96;0,4;-0,7;1,6;1,4;2,8;27,4;78,5;-6,7;-6,5;1,2;1350,7;0;5
05.01.2025;47,9;90,7;5;5,3;1,6;1,9;1;0;0;1;0;1;7,5;143,8;100;4,1;99,9;10,9;11,1;2,9;4,2;8,3;11;77,2;-1,7;-2,4;1,1;628;8;0
06.01.2025;30,8;74,1;8;8,5;3,5;2,9;0;0;0;1;0;1;6;264,8;100;2,7;95;14,1;14,1;4,7;5,6;10,9;7,8;49,1;3;4,6;2,7;1278,7;7,2;5
07.01.2025;65,9;83,5;3,5;3,6;4;2,9;0;0;0;1;0;0;2,8;289,4;100;1,6;92,2;5,9;5,3;4,7;5,4;10,9;10,5;70,1;0,3;1,4;3,4;944,7;3,4;2
08.01.2025;100;98,1;1,5;1,1;2,8;1;0;0;0;1;0;0;14,5;62,8;100;1,9;100;2,3;2,3;3,4;1,9;3,5;100;89,6;0,5;0;2,4;269,2;14,8;0
09.01.2025;68,6;84,4;6,1;6,3;3,6;3,7;0;0;0;1;0;1;3,6;158,6;100;3,8;99,1;11,4;11,5;4,6;7,4;18,2;10,6;73,2;0,6;0,6;2,5;683,4;4,4;1
10.01.2025;12,7;81,9;0,2;0,1;2,9;2;1;0;0;0;0;0;-0,3;329,6;28,8;0;95,8;4,3;3;3,6;3,3;7,2;9,3;64;-3,7;-3,3;2,4;1620,1;0;7
11.01.2025;15,7;90,7;-2;-2,2;1,9;1,1;1;0;1;0;0;0;-0,3;77,8;20,5;0;96,2;-0,2;-0,8;2,3;2,3;4,5;11,4;84,7;-4,4;-4,2;1,6;400,4;0;0
12.01.2025;11,8;82,9;-0,6;-1;1,6;1,6;1;0;0;0;0;0;-0,3;366,6;17;0;94,6;2;0,7;1,8;2,8;5,2;9,7;66,8;-3;-3,3;1,4;1500,6;0;6
13.01.2025;12,8;83,3;-3,4;-3,6;1,2;1,5;1;0;1;0;0;0;-0,2;283,1;17,8;0;95,4;-0,5;-1,5;1,6;2,9;5,9;9,4;69,2;-6,3;-6;1,1;1472,4;0;5
14.01.2025;11,7;80,9;-2,1;-2,5;1;0,8;1;0;0;0;0;0;-0,1;359,4;14,4;0;92,7;4,5;3,1;1,1;1,3;2,9;8,1;56,6;-6,9;-6,9;0,9;1977,8;0;9
15.01.2025;85,1;96,2;0,2;-0,4;0,9;0,7;1;0;0;1;0;0;0,6;109,2;100;0,5;100;1,6;0,8;0,9;1,1;3,7;11,8;83,4;-1,1;-1,8;0,9;459,1;0,9;0
16.01.2025;92,2;92,1;1,2;0,9;1,1;1,5;1;0;0;0;0;0;-0,1;240,5;100;0,1;100;3,7;2,8;1,4;3,1;6,2;26,4;83,7;-2;-1,6;0,9;985;0,1;2
17.01.2025;30,4;92,6;-0,2;-0,5;1,1;1,3;1;0;0;0;0;0;-0,3;81,2;85;0;98;1,2;0,5;1,2;2;4,6;12,4;88,4;-3,8;-3;1;393,4;0;0
18.01.2025;13,5;88,4;-0,3;-0,7;1,4;1,4;1;0;0;0;0;0;-0,3;261;26,5;0;97,2;2,8;1,2;1,9;2;4,5;8,9;81,5;-4;-4;1,3;1045,1;0;2
19.01.2025;29,2;89,7;-1,7;-2,1;1,1;0,8;1;0;0;0;0;0;-0,1;364,9;87,3;0;98,2;5,8;4,2;1,3;1,4;3,1;8,2;67,7;-6,5;-6,6;1;1994,4;0;8
20.01.2025;33,9;93;-1,6;-1,9;0,9;0,7;1;0;0;0;0;0;-0,1;308,1;84,5;0;98,5;4,5;3,1;1;1,2;2,5;11,1;78,2;-5,2;-5,1;0,9;1590,6;0;5
21.01.2025;38,2;92,1;-1,5;-1,8;0,8;0,8;1;0;0;0;0;0;0;385,3;93,7;0,1;98,5;6,5;4,8;0,9;1,3;2,5;9,1;73,8;-6;-6,1;0,8;2102,6;0,1;8
22.01.2025;65,2;94,8;-0,5;-0,6;0,8;0,7;1;0;0;0;0;0;-0,1;198,3;98,1;0,1;98,6;3,2;2,5;0,8;1,3;2,2;36,9;88;-4,6;-4,7;0,7;806,4;0,1;1
23.01.2025;31,7;81,2;4,3;4,7;1,3;2,7;0;0;0;1;0;0;0,2;330,7;98,4;0,9;93,7;8,3;9,2;1,9;6;11,6;10,6;71,7;0,3;1,5;0,8;902,4;0,9;1
24.01.2025;9,6;62,4;6,1;6,8;2,2;1,4;0;0;0;0;0;1;-1;254,2;11,3;0;79,2;10,5;10,8;3;2,7;5,9;7,9;41,1;2,4;2,8;1,7;1079;0;2
25.01.2025;8,9;60,9;8,5;9,4;3,5;1,2;0;0;0;0;0;1;-1;320,1;10,2;0;78,6;16,5;15,9;4,4;4,4;8,2;7,2;47,3;4,7;5,2;2,9;1217,8;0;3
26.01.2025;9,4;66,9;6,6;6,8;4,3;2,6;0;0;0;0;0;1;-1,2;347,3;10,6;0;77,8;9,3;9,6;4,7;5;10,8;7,8;49,3;2,7;3,8;4;1677,6;0;5
27.01.2025;64,1;81,1;8,2;8,4;4,6;3,3;0;0;0;1;0;1;1,7;218,2;100;0,7;87,7;11,5;11,1;5,4;5;10,1;9,6;70,1;5,4;6,1;3,8;629,1;2,8;0
28.01.2025;41,6;83,3;5,6;5,8;4,8;2;0;0;0;1;0;1;0,2;165,1;100;0,3;94,8;8;7,7;5,1;3,8;8,3;9,9;67,3;3,9;4,7;4,6;936,4;0,9;1
29.01.2025;25,9;81,4;5,3;5,3;4,7;2,8;0;0;0;0;0;1;-0,7;365,3;87;0,1;91,2;9,4;8,2;5,3;5;9,2;9,4;63,8;-0,3;0,6;4,5;1535,8;0,1;4
30.01.2025;32,7;82,6;4,8;4,7;4,2;1,4;1;0;0;0;0;0;-0,7;362,4;82,9;0;94,6;11,7;10,4;5;3,2;7,1;8,6;61,4;-1;-0,4;3,5;1579,2;0;4
31.01.2025;53,8;85,9;2,1;1,8;4,4;1,6;1;0;0;1;0;0;-0,2;251,7;100;0,1;95,6;5;4,9;4,9;4,7;7,6;9,9;71,3;-2,6;-2,2;3,7;970,9;0,3;1
01.02.2025;43,6;81,8;0,5;0,3;3;1,4;1;0;0;0;0;0;-0,4;420,6;97,6;0;95,9;5,9;4,8;3,6;2,8;5,6;5,6;65,1;-3,4;-3,2;2,4;2456,9;0;9
02.02.2025;36,1;87;-0,1;-0,6;2,5;1,2;1;0;0;0;0;0;-0,3;429,9;91,2;0;94,4;5,4;3,2;2,9;2,4;4,7;0,3;72,8;-3,8;-3,9;1,9;2329,7;0;8
03.02.2025;14,1;93;-0,9;-1,5;2,2;1;1;0;0;0;0;0;-0,4;228,2;20,3;0;97,3;2,7;1,3;2,5;1,8;4,1;7,5;81,3;-3,3;-3,2;2;923,7;0;0
04.02.2025;18,7;89,7;-0,8;-1,6;2,1;1;1;0;0;0;0;0;-0,4;447;45,7;0;98,4;5,6;3,8;2,8;1,9;3,7;10,5;64,2;-4,7;-4,4;1,7;2026,6;0;6
05.02.2025;22,5;85,6;0,2;-0,3;1,7;0,9;1;0;0;0;0;0;-0,4;452;88,2;0;97,9;6,7;5,2;2;1,9;3,9;2,4;60,8;-6;-5,9;1,3;2776,2;0;10
06.02.2025;91,2;94;1,2;0,6;2,2;2;1;0;0;1;0;0;0;70,8;100;0,2;99,8;1,8;1,3;2,3;2,8;6,7;57,5;77,6;0,6;-0,1;2;318,6;0,5;0
07.02.2025;27;79,7;1,7;1,4;2,4;2,2;1;0;0;0;0;0;-0,6;278,6;100;0;95,9;5,2;3,8;3;3,1;6,2;9,5;71,2;-2,3;-2;2;1675,4;0;4
08.02.2025;27,9;80,9;1,6;1,6;2,2;1;1;0;0;0;0;0;-0,6;461,8;97,3;0;98;9,8;9;3;2,3;3,7;9,6;56,4;-4,3;-4;1,5;2774,5;0;9
09.02.2025;18,4;88;1,5;1,3;2,4;0,9;1;0;0;0;0;0;-0,5;266,2;82,3;0;97,4;6,6;5,5;3,1;1,6;2,8;7;73,7;-1,5;-1,3;1,8;1486,6;0;3
10.02.2025;68,9;91,8;2,5;2,1;2,6;1,1;1;0;0;1;0;0;3,2;363,8;100;1,6;99,1;9;7,6;3,4;2,6;4,7;10,9;69,8;-2,1;-2,3;1,9;1560,4;3,8;3
11.02.2025;99,3;98,8;4,7;4,2;3,6;1,2;0;0;0;1;0;0;8,3;87,9;100;1,1;100;6,9;6,3;4,1;2;4,1;92,6;96,9;3,1;2,8;3,3;494,2;8,7;0
12.02.2025;99,8;97,8;6,8;6,5;4,5;0,8;0;0;0;1;0;1;14;149,2;100;1,2;100;9,8;9,1;5,3;1,8;3,4;96,6;91,9;4,1;3,8;4;690,5;14,5;0
13.02.2025;95,7;96,1;2,5;1,9;4,5;1,8;1;0;0;1;0;0;12,8;267,6;100;2,5;99,1;6,7;6,4;5,3;3,5;7,2;77,2;89,2;0;-0,6;3,8;922,3;13,2;0
14.02.2025;27,9;93,2;-1,1;-1,8;3;1,8;1;0;1;1;0;0;0;153;55,2;0,3;97,1;-0,3;-1;3,7;3,3;6;14,3;86,2;-1,8;-2,5;2,6;625,6;0,4;0
15.02.2025;13,3;81,8;-0,5;-1;2,5;1,5;1;0;0;1;0;0;-0,2;444,1;21,2;0,3;92,7;1,3;0,2;2,8;2,7;4,8;10,2;73,4;-2,3;-2,1;2,2;1897,1;0,3;4
16.02.2025;11,3;84,2;-0,4;-1;2,2;2;1;0;0;0;0;0;-0,6;243,1;11,8;0;87,4;2,1;0,8;2,6;2,9;5,5;10,2;77,9;-1,4;-1,7;1,9;1262,9;0;1
17.02.2025;10,4;74,7;-0,6;-1,1;2,2;1,9;1;0;0;0;0;0;-0,8;536;11,9;0;84,4;4,2;2,4;3;2,7;5,2;7,9;60,7;-4,1;-3,5;1,6;3354,6;0;10
18.02.2025;12,7;75,6;-2,3;-2,6;1,6;1,9;1;0;0;0;0;0;-0,7;531,9;20,7;0;91,1;3,4;1,6;2;3,3;7,3;8,1;60,3;-7,2;-6,8;1,3;3319,8;0;10
19.02.2025;10,3;72,6;-1,4;-1,7;1,2;1,4;1;0;0;0;0;0;-0,7;494;12,4;0;84,7;4,7;2,9;1,5;2,3;4,6;7,7;59,3;-6,9;-6,3;1;3081;0;9
20.02.2025;11,2;83,8;3,7;3,7;1,7;1;1;0;0;0;0;0;-0,8;310,3;12,7;0;92,8;12,7;11,3;2,9;1,8;3,4;8,3;69,2;-2,2;-1,8;1,1;1645,3;0;2
21.02.2025;38;80,4;9,1;9;4;1,1;0;0;0;0;0;1;-1,1;511,7;100;0,1;98,4;18,5;17,1;5,9;2,5;4,5;6,6;52;3,2;3,5;2,7;3204;0,1;9
22.02.2025;21,5;77,6;8,5;8,9;5,1;1,2;0;0;0;0;0;1;-1,1;395,1;81,3;0;97,1;15,2;14,6;6;3,2;5,7;8,2;53,9;2,3;2,9;4,2;2031,6;0;4
23.02.2025;16,4;79,6;7,9;8,3;5,9;0,9;0;0;0;0;0;1;-1;328,6;76,5;0;92,1;14,7;13,5;6,9;1,7;3,9;7;54,2;2,4;4;5,2;2163;0;4
24.02.2025;49,2;84,4;6,7;6,9;5,4;1,2;0;0;0;0;0;1;-0,8;218,3;100;0;98,5;12,6;11,9;6;2,2;4,3;9,3;69,5;0,5;1,2;4,5;1460,3;0;1
25.02.2025;83,1;91,3;7,5;7,5;6,1;1,1;0;0;0;1;0;1;1,8;244,2;100;1,5;98,9;11,5;10,5;6,6;1,8;4,9;10;79,1;3,4;4,4;5,6;1110,7;2,5;0
26.02.2025;27,7;86,1;4;4,2;5,4;2,9;0;0;0;0;0;0;-0,7;241,2;86;0;95,4;7;6;6;5;9,2;10,6;77,1;0,6;1,7;4,8;1004,7;0;0
27.02.2025;56,6;83,5;3,6;3,5;4,6;2,2;0;0;0;1;0;0;0,7;516,3;100;0,6;93,6;10,1;8;5,6;4,4;10,1;8,8;60,4;-0,8;0,3;4;2380,8;1,8;5
28.02.2025;56,3;90,4;2,7;2,4;4,5;1,7;0;0;0;1;0;0;-0,3;309;99,2;0,3;94,7;7,1;5,5;5;4;7,5;11,5;73,9;0,1;0,8;3,9;1518,8;0,4;1
01.03.2025;47,1;87;2,4;1,9;4,2;1,8;1;0;0;0;0;0;-0,8;385,9;100;0;99,5;6,8;5,6;4,9;3,1;6,2;9,1;66,2;-0,4;-0,7;3,5;1953,8;0;3
02.03.2025;21,4;73,7;3,5;3,2;4,2;1,5;1;0;0;0;0;0;-1,3;577,9;82,4;0;95,9;10,4;9;5,6;2,6;5,5;6,6;47,7;-2,1;-2;2,9;3944,8;0;10
03.03.2025;15,4;67;3,8;3,8;4,3;1,1;1;0;0;0;0;0;-1,5;593,8;75,8;0;94,3;13,7;12,3;5,8;2,2;5,2;5,1;31,4;-4;-3,5;2,8;4107,5;0;10
04.03.2025;10,9;63,5;4,5;4,7;4,4;0,9;1;0;0;0;0;0;-1,5;611,5;39,3;0;90,5;15,3;14;6,1;2;4;3,9;28,9;-3,6;-2,8;2,9;3938,8;0;10
05.03.2025;12,7;66,3;5,5;5,8;4,9;1;1;0;0;0;0;1;-1,7;635,3;60,3;0;94,6;17,8;16;6,8;2;3,8;4;34,1;-3,6;-3;3,1;4328,7;0;11
06.03.2025;18,8;61,6;6,5;7,2;5,5;1;1;0;0;0;0;1;-1,8;638,6;81,9;0;93,2;17,8;16,5;7,3;1,9;4,5;3,7;28,7;-2,4;-1,5;3,8;4353,3;0;11
07.03.2025;8,2;61,9;7;7,6;5,9;1,2;1;0;0;0;0;1;-1,8;631,4;13,4;0;86,7;17,2;16,4;7,6;2,5;5,1;4,8;37,2;-1,9;-1,2;4,3;4255,8;0;10
08.03.2025;17;58,7;7,3;8,1;6,2;0,9;1;0;0;0;0;1;-1,8;642,3;81,1;0;93,2;18,8;17,5;8;1,8;4,9;3,2;27,6;-2,3;-0,9;4,5;4373;0;11
09.03.2025;7,4;57,4;9;9,5;6,7;1,1;0;0;0;0;0;1;-2;633,4;12,5;0;86,7;19,8;18,6;8,5;2,3;4,2;3,3;30,2;-0,5;0,2;5;4391,4;0;11
10.03.2025;43,1;80,6;6,2;6,6;6,4;1,1;0;0;0;1;0;1;-0,2;179,5;100;0,5;93,7;10,4;10,1;7,3;2,6;5,1;7,8;62,9;1,4;2,4;5,7;1009,7;0,7;0
11.03.2025;80;88,1;6,9;6,7;6,5;1;1;0;0;1;0;1;0;672,6;100;0,9;99,4;15;12,9;7,9;2,3;5,7;7;65,6;-0,6;-0,1;5,1;3116,2;1,2;6
12.03.2025;94,3;97;5,3;4,7;6,7;1,8;0;0;0;1;0;0;5,7;128,5;100;1,7;99;6,1;5,7;7,2;3,1;5;49,8;93,6;4,3;3,8;6,4;656,6;6,2;0
13.03.2025;29,3;91,5;4,8;4,2;6,2;1,6;0;0;0;1;0;0;-0,6;295,3;100;0,2;98,7;8,9;7,6;6,8;2,8;7,6;9,7;75,6;2,8;2,7;5,8;1722,5;0,3;1
14.03.2025;11,4;86,3;2,7;2,4;5,5;1,5;0;0;0;0;0;0;-0,6;144,6;15,5;0;91,3;3,9;3,3;6,2;3,1;6,6;10,6;78,6;0,1;0,8;5,2;669,6;0;0
15.03.2025;21,7;80,8;4,7;4,2;5,1;2,6;0;0;0;0;0;0;-1;185,8;92,8;0;92,1;7;6,5;5,4;3,7;8;9,5;67,2;2,5;2;4,8;966,3;0;0
